num_distr,mouse.time,,,,
5,1.148888,,,,
5,2.4480465,,,,
5,1.4821765,,,,
5,1.8151541,,,,
5,1.2798079,,,,
5,2.1147121,,,,
5,1.7493636,,,,
5,1.4154423,,,,
5,1.0835088,,,,
5,1.4483928,,,,
5,1.7941152,,,,
5,2.5131897,,,,
5,2.9494346,,,,
5,1.7462422,,,,
5,1.231396,,,,
5,1.883354,,,,
5,1.6141488,,,,
5,1.4826701,,,,
5,1.2830953,,,,
5,2.1478694,,,,
5,2.4641341,,,,
5,1.4641773,,,,
5,2.4322617,,,,
5,1.4329479,,,,
5,1.0826453,,,,
5,1.1991642,,,,
5,1.6142616,,,,
5,1.9801615,,,,
5,1.7463936,,,,
5,1.1638139,,,,
5,1.7146995,,,,
5,1.5658991,,,,
5,1.6656873,,,,
5,3.1601952,,,,
5,1.333763,,,,
5,1.4657972,,,,
5,2.2635867,,,,
5,2.4663683,,,,
5,1.9275339,,,,
5,1.6834735,,,,
5,4.6976709,,,,
5,1.9835798,,,,
5,2.9321769,,,,
5,1.6295632,,,,
5,2.1150452,,,,
5,1.3501008,,,,
5,1.7488475,,,,
5,2.8497958,,,,
5,1.3640319,,,,
5,2.1654703,,,,
5,1.8665771,,,,
5,1.7135796,,,,
5,1.4629775,,,,
5,2.3476669,,,,
5,1.8495648,,,,
5,1.7658837,,,,
5,1.7830254,,,,
5,1.9998122,,,,
5,1.5836303,,,,
5,1.4496424,,,,
5,1.783353,,,,
5,1.5837901,,,,
5,0.8826911,,,,
5,1.6475647,,,,
5,1.6157872,,,,
5,0.9494022,,,,
5,2.1835019,,,,
5,1.8504256,,,,
5,1.3105512,,,,
5,3.3986821,,,,
5,1.7824152,,,,
5,2.4828018,,,,
5,1.447883,,,,
5,1.7288139,,,,
5,1.1822001,,,,
5,1.4634261,,,,
5,1.0177133,,,,
5,2.2524979,,,,
5,2.9140377,,,,
5,1.4665028,,,,
5,1.4316688,,,,
5,1.48339,,,,
5,1.4669163,,,,
5,1.5308374,,,,
5,2.0495004,,,,
5,1.2331174,,,,
5,1.7981843,,,,
5,2.4478636,,,,
5,0.9333811,,,,
5,2.54785,,,,
5,2.7112721,,,,
5,2.830732,,,,
5,2.6459445,,,,
5,1.8644178,,,,
5,1.0629238,,,,
5,1.1993387,,,,
5,1.5320675,,,,
5,1.116438,,,,
5,1.4624174,,,,
5,2.4160792,,,,
5,1.5315848,,,,
5,1.6982442,,,,
5,3.9643798,,,,
5,1.4988365,,,,
5,1.6961373,,,,
5,1.7327859,,,,
5,1.6990413,,,,
5,2.7955195,,,,
5,1.3651504,,,,
5,1.9163497,,,,
5,1.849113,,,,
5,1.3160472,,,,
5,2.6986093,,,,
5,1.3337835,,,,
5,1.9989179,,,,
5,1.8165044,,,,
5,1.1998079,,,,
5,1.4147434,,,,
5,1.3643669,,,,
5,2.7984012,,,,
5,1.9831087,,,,
5,2.1495223,,,,
5,1.8497595,,,,
5,1.5634541,,,,
5,1.332026,,,,
5,1.5970319,,,,
5,1.9319682,,,,
5,1.0163645,,,,
5,3.0609535,,,,
5,2.4647133,,,,
5,2.2978409,,,,
5,2.1976023,,,,
5,2.3498888,,,,
5,1.6994541,,,,
5,1.649009,,,,
5,1.1837116,,,,
5,2.0504539,,,,
5,3.7992269,,,,
5,1.2998324,,,,
5,1.8825385,,,,
5,1.2897763,,,,
5,1.3478484,,,,
5,1.4490655,,,,
5,1.5496361,,,,
5,1.4649195,,,,
5,1.483092,,,,
5,1.2129919,,,,
5,1.1476931,,,,
5,1.564022,,,,
5,2.0819145,,,,
5,1.3323245,,,,
5,1.1317607,,,,
5,1.5662737,,,,
5,1.730605,,,,
5,1.4488773,,,,
5,2.0818116,,,,
5,1.5141663,,,,
5,1.9329527,,,,
5,3.064443,,,,
5,1.9291959,,,,
5,1.3658843,,,,
5,2.0973999,,,,
5,2.165616,,,,
5,1.9125703,,,,
5,1.7148218,,,,
5,1.0334313,,,,
5,3.1122189,,,,
5,2.1496489,,,,
5,1.6312707,,,,
5,1.3663951,,,,
5,1.6329699,,,,
5,1.3866826,,,,
5,1.9333364,,,,
5,2.4486938,,,,
5,1.464501,,,,
5,1.3162283,,,,
5,2.3990134,,,,
5,1.4826091,,,,
5,1.6998494,,,,
5,1.9987215,,,,
5,1.8649786,,,,
5,1.533212,,,,
5,2.0330879,,,,
5,2.4321081,,,,
5,1.4165029,,,,
5,1.6330627,,,,
5,3.9774594,,,,
5,4.3141766,,,,
5,3.70905,,,,
5,1.9314361,,,,
5,2.0671993,,,,
5,1.6997293,,,,
5,1.2823378,,,,
5,1.4285168,,,,
5,1.3667702,,,,
5,1.8639685,,,,
5,1.910517,,,,
5,2.8154737,,,,
5,2.2484761,,,,
5,2.1138159,,,,
5,0.8496557,,,,
5,1.5475097,,,,
5,1.0317191,,,,
5,1.3479142,,,,
5,1.6162405,,,,
5,1.7331508,,,,
5,1.2472575,,,,
5,1.5630713,,,,
5,1.5313188,,,,
5,1.1807944,,,,
5,1.9661273,,,,
5,2.4979719,,,,
5,1.7964353,,,,
5,3.4152788,,,,
5,2.1058414,,,,
5,1.5969229,,,,
5,1.8333686,,,,
5,1.5502336,,,,
5,1.198685,,,,
5,2.2655277,,,,
5,3.7803854,,,,
5,1.7637942,,,,
5,1.6660986,,,,
5,1.8162754,,,,
5,2.4153567,,,,
5,2.582963,,,,
5,1.3804098,,,,
5,1.2999289,,,,
5,1.6829613,,,,
5,1.2569825,,,,
5,1.3664379,,,,
5,1.0332977,,,,
5,3.0161272,,,,
5,2.3327023,,,,
5,1.5648287,,,,
5,1.4831677,,,,
5,1.415683,,,,
5,1.330808,,,,
5,1.5994171,,,,
5,1.9823851,,,,
5,1.3653259,,,,
5,1.4832711,,,,
5,1.5156708,,,,
5,4.8986409,,,,
5,1.7486987,,,,
5,1.9815517,,,,
5,0.4313039,,,,
5,1.8631118,,,,
5,1.2648703,,,,
5,1.2999639,,,,
5,1.4487746,,,,
5,7.6615278,,,,
5,2.1443701,,,,
5,1.4999479,,,,
5,2.5294426,,,,
5,1.3656584,,,,
5,2.0648126,,,,
5,2.0147905,,,,
5,1.8818081,,,,
5,2.0985032,,,,
5,1.4152363,,,,
5,1.4814414,,,,
5,1.6167792,,,,
5,1.7672173,,,,
5,1.1653907,,,,
5,1.4992183,,,,
5,1.8637602,,,,
5,3.8486869,,,,
5,1.498502,,,,
5,1.4801833,,,,
5,1.2641017,,,,
5,1.7991725,,,,
5,2.2669386,,,,
5,1.54932,,,,
5,0.9646871,,,,
5,2.0987658,,,,
5,1.0656287,,,,
5,1.7963404,,,,
5,1.2485823,,,,
5,1.2651966,,,,
5,1.0847402,,,,
5,1.7308069,,,,
5,1.2264183,,,,
5,1.1330769,,,,
5,1.9006114,,,,
5,1.3307643,,,,
5,1.1809081,,,,
5,1.497965,,,,
5,1.3315016,,,,
5,1.6119322,,,,
5,1.5822457,,,,
5,1.5490812,,,,
5,1.8629133,,,,
5,2.5325558,,,,
5,1.3971161,,,,
5,1.3334622,,,,
5,1.6484277,,,,
5,2.4474508,,,,
5,2.1158077,,,,
5,1.4167786,,,,
5,1.2644148,,,,
5,1.5308605,,,,
5,2.3642804,,,,
5,1.632868,,,,
5,1.3807352,,,,
5,0.8836275,,,,
5,1.6157257,,,,
5,1.1314542,,,,
5,1.0823347,,,,
5,1.5642719,,,,
5,1.6475123,,,,
5,1.4827414,,,,
5,2.1487783,,,,
5,1.7627471,,,,
5,1.5830852,,,,
5,1.1671991,,,,
5,1.0988779,,,,
5,1.9798459,,,,
5,1.2985707,,,,
5,1.1488095,,,,
5,2.1327731,,,,
5,1.8310394,,,,
5,1.5476628,,,,
5,2.215812,,,,
5,1.1156019,,,,
5,2.7967882,,,,
5,2.2307825,,,,
5,1.4974473,,,,
5,1.5996942,,,,
5,1.9997996,,,,
5,3.9826542,,,,
5,1.2805456,,,,
5,7.2470787,,,,
5,2.3310911,,,,
5,1.3007002,,,,
5,1.3303208,,,,
5,2.3476105,,,,
5,0.6816405,,,,
5,1.5831925,,,,
5,2.0977841,,,,
5,1.8492764,,,,
5,1.3664934,,,,
5,2.1138719,,,,
5,1.3981656,,,,
5,1.1676699,,,,
5,1.3309745,,,,
5,1.1836827,,,,
5,2.3326534,,,,
5,2.1664555,,,,
5,1.4320934,,,,
5,2.0478444,,,,
5,2.0495918,,,,
5,1.2833893,,,,
5,1.8819279,,,,
5,1.6655588,,,,
5,1.8660161,,,,
5,1.1828074,,,,
5,1.5652974,,,,
5,1.4320805,,,,
5,3.3980291,,,,
5,1.0656883,,,,
5,1.5990986,,,,
5,1.5163464,,,,
5,0.9822729,,,,
5,1.6144652,,,,
5,1.4008789,,,,
5,1.4986653,,,,
5,1.4669068,,,,
5,1.5978621,,,,
5,1.06706,,,,
5,1.4323368,,,,
5,1.8998877,,,,
5,1.8489057,,,,
5,2.1821761,,,,
5,1.680458,,,,
5,3.632043,,,,
5,1.9640629,,,,
5,1.8659933,,,,
5,1.1149076,,,,
5,0.8657361,,,,
5,1.0493842,,,,
5,0.8652959,,,,
5,1.381863,,,,
5,1.5829332,,,,
5,1.7002733,,,,
5,1.5806343,,,,
5,1.2155629,,,,
5,1.6497826,,,,
5,2.8823165,,,,
5,1.5971704,,,,
10,1.3928645,,,,
10,3.4348844,,,,
10,2.2816541,,,,
10,2.0771694,,,,
10,1.8928767,,,,
10,2.2636471,,,,
10,2.6671515,,,,
10,4.0752099,,,,
10,3.2057793,,,,
10,1.2753131,,,,
10,1.3554964,,,,
10,0.9621498,,,,
10,1.4070404,,,,
10,2.2598591,,,,
10,0.9285542,,,,
10,1.3244401,,,,
10,2.6043776,,,,
10,2.0184216,,,,
10,1.9277026,,,,
10,1.1424747,,,,
10,1.058432,,,,
10,2.9752953,,,,
10,6.0844353,,,,
10,1.3777938,,,,
10,1.5061141,,,,
10,2.538956,,,,
10,1.2083943,,,,
10,1.7595414,,,,
10,1.0588572,,,,
10,1.4399748,,,,
10,0.9943384,,,,
10,1.3749868,,,,
10,2.956925,,,,
10,2.7037647,,,,
10,2.3115224,,,,
10,1.2412948,,,,
10,2.5239569,,,,
10,1.9880083,,,,
10,2.675958,,,,
10,2.3971119,,,,
10,1.107801,,,,
10,1.8098554,,,,
10,1.302593,,,,
10,2.8602526,,,,
10,1.3102549,,,,
10,1.778254,,,,
10,1.3497406,,,,
10,1.0983975,,,,
10,2.0447592,,,,
10,3.2617251,,,,
10,1.7253983,,,,
10,2.9620092,,,,
10,1.1211855,,,,
10,3.4959093,,,,
10,1.3795164,,,,
10,1.9070826,,,,
10,1.7716845,,,,
10,1.8904642,,,,
10,1.0465659,,,,
10,1.6496432,,,,
10,3.0624114,,,,
10,1.7737163,,,,
10,1.0842188,,,,
10,1.1567156,,,,
10,1.092113,,,,
10,2.1872863,,,,
10,1.4289286,,,,
10,2.8284924,,,,
10,1.528082,,,,
10,1.4391616,,,,
10,1.7087237,,,,
10,1.5921142,,,,
10,1.1059537,,,,
10,0.5334839,,,,
10,0.8681598,,,,
10,1.236041,,,,
10,2.0382571,,,,
10,2.5549328,,,,
10,1.9046984,,,,
10,1.607871,,,,
10,2.792705,,,,
10,2.084852,,,,
10,1.5230117,,,,
10,2.4905795,,,,
10,2.1456937,,,,
10,1.3917011,,,,
10,1.9440001,,,,
10,1.524829,,,,
10,1.8418308,,,,
10,1.2880209,,,,
10,0.9396156,,,,
10,1.5209574,,,,
10,2.2520449,,,,
10,1.6036205,,,,
10,2.0522885,,,,
10,1.9530694,,,,
10,1.3169555,,,,
10,2.7010052,,,,
10,1.8531111,,,,
10,2.6199957,,,,
10,1.7695822,,,,
10,1.7188612,,,,
10,1.5042713,,,,
10,1.2698763,,,,
10,1.3886061,,,,
10,1.0362672,,,,
10,1.1202626,,,,
10,2.7145619,,,,
10,1.467296,,,,
10,1.7342951,,,,
10,1.701318,,,,
10,1.3873155,,,,
10,2.3366626,,,,
10,2.6866505,,,,
10,2.0857096,,,,
10,1.9209406,,,,
10,1.4875982,,,,
10,1.5532724,,,,
10,2.3034063,,,,
10,1.2531117,,,,
10,0.9880293,,,,
10,2.2856629,,,,
10,1.6699065,,,,
10,1.7543759,,,,
10,1.4541949,,,,
10,1.8216166,,,,
10,1.1710896,,,,
10,1.8370713,,,,
10,1.9694127,,,,
10,2.6367233,,,,
10,1.5347361,,,,
10,1.0673259,,,,
10,2.8694252,,,,
10,1.5870911,,,,
10,4.1554392,,,,
10,2.3759297,,,,
10,1.7849894,,,,
10,1.7536351,,,,
10,1.7167419,,,,
10,1.7034086,,,,
10,3.1674225,,,,
10,2.0672141,,,,
10,2.5858178,,,,
10,1.552308,,,,
10,3.1826958,,,,
10,1.9168459,,,,
10,3.2862986,,,,
10,2.1362239,,,,
10,1.8705113,,,,
10,5.9524328,,,,
10,1.6034284,,,,
10,1.6000585,,,,
10,2.0212611,,,,
10,2.8862871,,,,
10,1.9040429,,,,
10,3.336266,,,,
10,1.9546223,,,,
10,2.0190225,,,,
10,2.4350806,,,,
10,2.9516548,,,,
10,1.5669564,,,,
10,1.9881203,,,,
10,3.3019903,,,,
10,3.236587,,,,
10,1.719449,,,,
10,2.9189997,,,,
10,1.7378611,,,,
10,1.4876123,,,,
10,3.1538292,,,,
10,3.7696377,,,,
10,1.4203856,,,,
10,3.4538349,,,,
10,1.937576,,,,
10,2.2532491,,,,
10,2.9539408,,,,
10,2.6870817,,,,
10,1.6698663,,,,
10,1.7196282,,,,
10,1.5017859,,,,
10,1.4374451,,,,
10,1.953955,,,,
10,1.3220774,,,,
10,1.7202468,,,,
10,2.7042057,,,,
10,2.0206786,,,,
10,1.3523302,,,,
10,2.1502166,,,,
10,3.0173397,,,,
10,2.7352511,,,,
10,2.2176896,,,,
10,2.0678586,,,,
10,1.6547148,,,,
10,2.0015175,,,,
10,1.3680975,,,,
10,2.8179273,,,,
10,1.6371227,,,,
10,1.167149,,,,
10,1.370925,,,,
10,2.9681087,,,,
10,1.3949578,,,,
10,2.4034015,,,,
10,1.3858288,,,,
10,1.1652477,,,,
10,1.4027184,,,,
10,2.2968092,,,,
10,1.5530384,,,,
10,2.5016046,,,,
10,2.533413,,,,
10,2.0372936,,,,
10,2.2536333,,,,
10,1.702345,,,,
10,1.9693981,,,,
10,1.3519962,,,,
10,1.2873291,,,,
10,2.0160714,,,,
10,1.8823878,,,,
10,0.9345109,,,,
10,3.9839469,,,,
10,1.5712213,,,,
10,1.7847666,,,,
10,2.664771,,,,
10,1.7201794,,,,
10,3.2347972,,,,
10,1.137278,,,,
10,1.5690123,,,,
10,3.199883,,,,
10,1.5353774,,,,
10,3.016467,,,,
10,2.3203117,,,,
10,2.2192771,,,,
10,2.8033002,,,,
10,1.5009884,,,,
10,2.2517139,,,,
10,5.6361189,,,,
10,2.6332487,,,,
10,1.9514929,,,,
10,0.9815663,,,,
10,3.0014356,,,,
10,0.9531925,,,,
10,2.1876128,,,,
10,3.3787352,,,,
10,1.9362575,,,,
10,1.3509981,,,,
10,1.6145286,,,,
10,2.3152765,,,,
10,2.2368872,,,,
10,1.4667685,,,,
10,2.1371765,,,,
10,2.7342598,,,,
10,1.5520971,,,,
10,1.8175942,,,,
10,3.0844712,,,,
10,1.3022848,,,,
10,1.3364351,,,,
10,2.0527474,,,,
10,2.684225,,,,
10,2.2306611,,,,
10,1.5339762,,,,
10,2.7515527,,,,
10,2.052969,,,,
10,1.0024448,,,,
10,1.6835972,,,,
10,2.5665034,,,,
10,1.9851462,,,,
10,2.1196764,,,,
10,1.6684022,,,,
10,1.6033369,,,,
10,2.6669772,,,,
10,3.7142552,,,,
10,1.8175572,,,,
10,1.6384078,,,,
10,1.3678602,,,,
10,2.9518309,,,,
10,2.971197,,,,
10,2.3356895,,,,
10,2.0361991,,,,
10,2.1017864,,,,
10,1.9376981,,,,
10,1.3704391,,,,
10,1.5010499,,,,
10,3.0674155,,,,
10,1.5219383,,,,
10,1.1998523,,,,
10,9.2156359,,,,
10,3.6707728,,,,
10,1.3378474,,,,
10,4.2499206,,,,
10,6.3027951,,,,
10,2.3029608,,,,
10,6.6986582,,,,
10,1.4364101,,,,
10,1.4514612,,,,
10,1.7210029,,,,
10,1.6507476,,,,
10,2.9678488,,,,
10,1.3851114,,,,
10,2.3854193,,,,
10,1.0547996,,,,
10,1.1542266,,,,
10,2.5341361,,,,
10,1.7872608,,,,
10,1.3880396,,,,
10,1.4196636,,,,
10,0.9179445,,,,
10,9.5341134,,,,
10,1.7496859,,,,
10,1.4044074,,,,
10,3.019255,,,,
10,3.4198226,,,,
10,3.6847869,,,,
10,2.42047,,,,
10,2.320398,,,,
10,3.4695322,,,,
10,2.3674889,,,,
10,2.5649933,,,,
10,1.6211221,,,,
10,2.6035999,,,,
10,2.5450867,,,,
10,1.533229,,,,
10,2.1170709,,,,
10,1.0627008,,,,
10,2.0016613,,,,
10,2.2628937,,,,
10,2.019282,,,,
10,1.0380136,,,,
10,1.335457,,,,
10,2.6035983,,,,
10,2.7321366,,,,
10,4.7861459,,,,
10,2.783515,,,,
10,1.7515631,,,,
10,2.8025779,,,,
10,1.9373638,,,,
10,2.0028183,,,,
10,1.5041799,,,,
10,2.5694369,,,,
10,1.9201717,,,,
10,1.6024249,,,,
10,2.8668131,,,,
10,1.1040599,,,,
10,1.4838044,,,,
10,1.0853904,,,,
10,3.1518246,,,,
10,1.7186955,,,,
10,0.9492706,,,,
10,2.7028817,,,,
10,1.2013102,,,,
10,2.3506504,,,,
10,1.5524553,,,,
10,2.0655565,,,,
10,1.1539645,,,,
10,1.1026954,,,,
10,2.2362628,,,,
10,1.9182325,,,,
10,1.2524601,,,,
10,2.0858887,,,,
10,2.7010504,,,,
10,1.9018044,,,,
10,1.2678454,,,,
10,2.2668285,,,,
10,1.9667391,,,,
10,1.9848398,,,,
10,4.7854914,,,,
10,1.9200053,,,,
10,2.5701489,,,,
10,1.9541884,,,,
10,1.1679958,,,,
10,2.0858493,,,,
10,2.5850439,,,,
10,3.933259,,,,
10,1.9646777,,,,
10,1.9675562,,,,
10,2.0825404,,,,
10,2.2041955,,,,
10,2.2496822,,,,
10,1.6187281,,,,
10,5.8684306,,,,
10,1.182684,,,,
10,2.0045322,,,,
10,2.00099,,,,
10,2.0710394,,,,
10,1.6372111,,,,
10,1.2840324,,,,
10,1.1879644,,,,
10,3.8338424,,,,
10,1.7525683,,,,
10,1.9375117,,,,
10,3.1375419,,,,
10,2.2233091,,,,
10,1.9516695,,,,
10,1.2036173,,,,
10,1.8882772,,,,
10,1.6309959,,,,
10,1.9335792,,,,
10,3.568327,,,,
10,1.2689947,,,,
10,3.2533309,,,,
10,1.3039048,,,,
10,2.2545121,,,,
10,1.8375264,,,,
10,2.1830163,,,,
10,1.57029,,,,
10,2.4185614,,,,
10,1.6008897,,,,
10,2.4668222,,,,
10,2.4010203,,,,
10,1.3371518,,,,
10,1.3671487,,,,
10,2.0189177,,,,
10,1.3344469,,,,
10,0.9848605,,,,
10,1.050976,,,,
10,2.0689931,,,,
10,4.0163602,,,,
10,1.2501562,,,,
10,3.2309746,,,,
10,2.3014603,,,,
10,2.1697728,,,,
10,1.885394,,,,
10,2.016246,,,,
10,1.8041494,,,,
10,1.1015053,,,,
10,1.3868825,,,,
10,1.0875019,,,,
10,1.8525671,,,,
10,1.5768615,,,,
10,1.2198411,,,,
10,2.3690703,,,,
10,1.5364761,,,,
10,2.833807,,,,
10,1.6362245,,,,
10,2.4366072,,,,
10,1.0672872,,,,
10,1.9676551,,,,
10,1.8037724,,,,
10,1.2707576,,,,
10,1.2862297,,,,
10,1.4835154,,,,
10,2.6370484,,,,
10,1.3344,,,,
10,3.1513686,,,,
10,2.7213485,,,,
10,3.1849064,,,,
10,1.7009373,,,,
10,1.3334287,,,,
10,2.1032987,,,,
10,1.5524853,,,,
10,1.2688052,,,,
10,3.0682043,,,,
10,1.0859553,,,,
10,3.8247598,,,,
10,1.9686094,,,,
10,1.5375427,,,,
10,3.7513567,,,,
10,2.5501189,,,,
10,3.0696905,,,,
10,1.9684645,,,,
10,1.9497862,,,,
10,2.4700784,,,,
10,1.8705592,,,,
10,3.1531687,,,,
10,1.5526747,,,,
10,2.4538571,,,,
10,1.4854513,,,,
10,1.5690254,,,,
10,1.167205,,,,
10,1.9009244,,,,
10,3.0209131,,,,
10,1.5795118,,,,
10,1.6845041,,,,
10,1.9666383,,,,
10,1.4843991,,,,
10,2.4871723,,,,
10,1.5027502,,,,
10,1.3685683,,,,
10,1.0206616,,,,
10,1.219771,,,,
10,1.8845616,,,,
10,1.5355235,,,,
10,1.3855931,,,,
10,1.5199317,,,,
10,2.4529444,,,,
10,1.5998812,,,,
10,1.4372075,,,,
10,2.6338611,,,,
10,1.7826779,,,,
10,3.0871496,,,,
10,1.5496916,,,,
10,1.9685491,,,,
10,3.7654692,,,,
